key	address	annote	author	booktitle	crossref	chapter	doi	edition	editor	eprint	howpublished	institution	journal	month	note	number	organization	pages	publisher	school	series	title	type	url	volume	year
artaza2016top	England	 	Artaza, Haydee  and Chue Hong, Neil  and Corpas, Manuel  and Corpuz, Angel  and Hooft, Rob  and Jimenez, Rafael {C}.  and Lesko\u sek, Brane  and Olivier, Brett G.  and Stourac, Jan  and Svobodov\'{a} Vaekov\'{a}, Radka  and Van Parys, Thomas  and Vaughan, Daniel	 	 	 	10.12688/f1000research.9206.1	 	 	 	 	 	F1000Res	 	 	 	 	 	 	 	 	Top 10 metrics for life science software good practices	 		5	2016
scharm2016a	England	 	Scharm, Martin  and Waltemath, Dagmar	 	 	 	10.12688/f1000research.9379.1	 	 	 	 	 	F1000Res	 	 	 	 	2421	 	 	 	A fully featured {COMBINE} archive of a simulation study on syncytial mitotic cycles in Drosophila embryos	 		5	2016
zhao2016reconstruction	England	 	Zhao, Yuqi  and Wang, Yanjie  and Zou, Lei  and Huang, Jingfei	 	 	 	10.1002/2211-5463.12033	 	 	 	 	 	FEBS Open Bio	April	 	4	 	264-75	 	 	 	Reconstruction and applications of consensus yeast metabolic network based on {RNA} sequencing	 		6	2016
proctor2016simulated	Switzerland	 	Proctor, Carole J.  and Gartland, Alison	 	 	 	10.3389/fendo.2016.00061	 	 	 	 	 	Front Endocrinol (Lausanne)	 	 	 	 	61	 	 	 	Simulated Interventions to Ameliorate Age-Related Bone Loss Indicate the Importance of Timing	 		7	2016
puniya2016systems	 	 	Puniya, Bhanwar Lal  and Allen, Laura  and Hochfelder, Colleen  and Majumder, Mahbubul  and Helikar, Tom\'{a}\textbackslashvs	 	 	 	10.3389/fbioe.2016.00010	 	 	 	 	 	Frontiers in Bioengineering and Biotechnology	 	 	 	 	 	Frontiers Media SA	 	 	systems Perturbation analysis of a large-scale signal Transduction Model reveals Potentially influential candidates for cancer Therapeutics	 		4	2016
ghosh201613c	 	 	Ghosh, Amit  and Ando, David  and Gin, Jennifer  and Runguphan, Weerawat  and Denby, Charles  and Wang, George  and Baidoo, Edward EK  and Shymansky, Chris  and Keasling, Jay D.  and Mart\'{i}n, H\'{e}ctor Garc\'{i}a	 	 	 	10.3389/fbioe.2016.00076	 	 	 	 	 	Frontiers in Bioengineering and Biotechnology	 	 	 	 	 	Frontiers Media SA	 	 	13C Metabolic Flux Analysis for Systematic Metabolic Engineering of S. cerevisiae for Overproduction of Fatty Acids	 		4	2016
abou2016logical	Switzerland	 	Abou-Jaoud\'{e}, Wassim  and Traynard, Pauline  and Monteiro, Pedro T.  and Saez-Rodriguez, Julio  and Helikar, Tom\'{a}\u s  and Thieffry, Denis  and Chaouiya, Claudine	 	 	 	10.3389/fgene.2016.00094	 	 	 	 	 	Frontiers in Genetics	 	 	 	 	94	 	 	 	Logical Modeling and Dynamical Analysis of Cellular Networks	 		7	2016
kell2016a	Switzerland	 	Kell, Douglas B.  and Kenny, Louise {C}.	 	 	 	10.3389/fmed.2016.00060	 	 	 	 	 	Frontiers in Medicine	 	 	 	 	60	 	 	 	A Dormant Microbial Component in the Development of Preeclampsia	 		3	2016
perez2016metabolic	 	 	Perez-Garcia, Octavio  and Lear, Gavin  and Singhal, Naresh	 	 	 	10.3389/fmicb.2016.00673	 	 	 	 	 	Frontiers in Microbiology	 	 	 	 	 	Frontiers Media SA	 	 	Metabolic network modeling of microbial interactions in natural and engineered environmental systems	 		7	2016
cuevas2016from	Switzerland	 	Cuevas, Daniel A.  and Edirisinghe, Janaka  and Henry, Chris S.  and Overbeek, Ross  and O'Connell, Taylor G.  and Edwards, Robert A.	 	 	 	10.3389/fmicb.2016.00907	 	 	 	 	 	Frontiers in Microbiology	 	 	 	 	907	 	 	 	From {DNA} to FBA: How to Build Your Own Genome-Scale Metabolic Model	 		7	2016
conde2016constraint	 	 	Conde, Patricia do Rosario Martins  and Sauter, Thomas  and Pfau, Thomas	 	 	 	10.3389/fmolb.2016.00003	 	 	 	 	 	Frontiers in Molecular Biosciences	 	 	 	 	 	Frontiers Media SA	 	 	Constraint Based Modeling Going Multicellular	 		3	2016
merlet2016a	Switzerland	 	Merlet, Benjamin  and Paulhe, Nils  and Vinson, Florence  and Frainay, Cl\'{e}ment  and Chazalviel, Maxime  and Poupin, Nathalie  and Gloaguen, Yoann  and Giacomoni, Franck  and Jourdan, Fabien	 	 	 	10.3389/fmolb.2016.00002	 	 	 	 	 	Frontiers in Molecular Biosciences	 	 	 	 	2	 	 	 	A Computational Solution to Automatically Map Metabolite Libraries in the Context of Genome Scale Metabolic Networks	 		3	2016
kaltdorf2016systematic	 	 	Kaltdorf, Martin  and Srivastava, Mugdha  and Gupta, Shishir K.  and Liang, Chunguang  and Binder, Jasmin  and Dietl, Anna-Maria -. M. and Meir, Zohar  and Haas, Hubertus  and Osherov, Nir  and Krappmann, Sven	 	 	 	10.3389/fmolb.2016.00022	 	 	 	 	 	Frontiers in Molecular Biosciences	 	 	 	 	22	Frontiers Media SA	 	 	Systematic identification of anti-fungal drug targets by a metabolic network approach	 		3	2016
zehl2016handling	Switzerland	 	Zehl, Lyuba  and Jaillet, Florent  and Stoewer, Adrian  and Grewe, Jan  and Sobolev, Andrey  and Wachtler, Thomas  and Brochier, Thomas G.  and Riehle, Alexa  and Denker, Michael  and Gr\"{u}n, Sonja	 	 	 	10.3389/fninf.2016.00026	 	 	 	 	 	Frontiers in Neuroinformatics	 	 	 	 	26	 	 	 	Handling Metadata in a Neurophysiology Laboratory	 		10	2016
ozcan2016reconstructed	 	 	\"{O}zcan, Emrah  and \c{{C}}ak\textbackslashir, Tunahan	 	 	 	10.3389/fnins.2016.00156	 	 	 	 	 	Frontiers in Neuroscience	 	 	 	 	 	Frontiers Media SA	 	 	Reconstructed Metabolic Network Models Predict Flux-Level Metabolic Reprogramming in Glioblastoma	 		10	2016
verma2016modeling	Switzerland	 	Verma, Meghna  and Hontecillas, Raquel  and Abedi, Vida  and Leber, Andrew  and Tubau-Juni, Nuria  and Philipson, Casandra  and Carbo, Adria  and Bassaganya-Riera, Josep	 	 	 	10.3389/fnut.2016.00005	 	 	 	 	 	Frontiers in Nutrition	 	 	 	 	5	 	 	 	Modeling-Enabled Systems Nutritional Immunology	 		3	2016
marin2016inhibition	 	 	Mar\'{i}n-Hern\'{a}ndez, \'{A}lvaro  and Rodr\'{i}guez-Zavala, Jos\'{e} S.  and Del Mazo-Monsalvo, Isis  and Rodr\'{i}guez-Enr\'{i}quez, Sara  and Moreno-S\'{a}nchez, Rafael  and Saavedra, Emma	 	 	 	10.3389/fphys.2016.00412	 	 	 	 	 	Frontiers in Physiology	 	 	 	 	 	Frontiers Media SA	 	 	Inhibition of Non-flux-Controlling Enzymes Deters Cancer Glycolysis by Accumulation of Regulatory Metabolites of Controlling Steps	 		7	2016
kumar2016recent	 	 	Kumar, Vishal  and Baweja, Mehak  and Singh, Puneet K.  and Shukla, Pratyoosh	 	 	 	10.3389/fpls.2016.01421	 	 	 	 	 	Frontiers in Plant Science	 	 	 	 	 	Frontiers Media SA	 	 	Recent Developments in Systems Biology and Metabolic Engineering of Plant--Microbe Interactions	 		7	2016
naithani2016fragariacyc	 	 	Naithani, Sushma  and Partipilo, Christina M.  and Raja, Rajani  and Elser, Justin L.  and Jaiswal, Pankaj	 	 	 	10.3389/fpls.2016.00242	 	 	 	 	 	Frontiers in Plant Science	 	 	 	 	 	Frontiers Media SA	 	 	FragariaCyc: A metabolic pathway database for woodland strawberry Fragaria vesca	 		7	2016
yuan2016flux	Switzerland	 	Yuan, Huili  and Cheung, {C}. Y. Maurice  and Hilbers, Peter A. J.  and van Riel, Natal A. W.	 	 	 	10.3389/fpls.2016.00537	 	 	 	 	 	Frontiers in Plant Science	 	 	 	 	537	 	 	 	Flux Balance Analysis of Plant Metabolism: The Effect of Biomass Composition and Model Structure on Model Predictions	 		7	2016
banda2016coel	 	 	Banda, Peter  and Teuscher, Christof	 	 	 	10.3389/frobt.2016.00013	 	 	 	 	 	Frontiers in Robotics and AI	April	 	 	 	 	Frontiers Media SA	 	 	COEL: A Cloud-Based Reaction Network Simulator	 		3	2016
mizeranschi2016multigrain	 	 	Mizeranschi, Alexandru E.  and Swain, Martin T.  and Scona, Raluca  and Fazilleau, Quentin  and Bosak, Bartosz  and Piontek, Tomasz  and Kopta, Piotr  and Thompson, Paul  and Dubitzky, Werner	 	 	 	10.1016/j.future.2016.04.002	 	 	 	 	 	Future Generation Computer Systems	October	 	 	 	1-14	Elsevier BV	 	 	MultiGrain/MAPPER: A distributed multiscale computing approach to modeling and simulating gene regulation networks	 		63	2016
szostak2016semi	United States	 	Szostak, Justyna  and Martin, Florian  and Talikka, Marja  and Peitsch, Manuel {C}.  and Hoeng, Julia	 	 	 	10.4137/GRSB.S40031	 	 	 	 	 	Gene Regulation and Systems Biology	 	 	 	 	95-103	 	 	 	Semi-Automated Curation Allows Causal Network Model Building for the Quantification of Age-Dependent Plaque Progression in ApoE(-/-) Mouse	 		10	2016
shin2016unveiling	 	 	Shin, Sung-Young -. Y. and Nguyen, Lan K.	 	 	 	10.3390/genes7080044	 	 	 	 	 	Genes	August	 	8	 	44	Multidisciplinary Digital Publishing Institute  (MDPI)	 	 	Unveiling Hidden Dynamics of Hippo Signalling: A Systems Analysis	 		7	2016
dinov2016methodological	United States	 	Dinov, Ivo D.	 	 	 	10.1186/s13742-016-0117-6	 	 	 	 	 	Gigascience	 	 	 	 	12	 	 	 	Methodological challenges and analytic opportunities for modeling and interpreting Big Healthcare Data	 		5	2016
adam2016towards	 	 	Adam-Blondon, A. F.  and Alaux, M.  and Pommier, {C}.  and Cantu, D.  and Cheng, {Z}. M.  and Cramer, G. R.  and Davies, {C}.  and Delrot, S.  and Deluc, L.  and Di Gaspero, G.	 	 	 	10.1038/hortres.2016.56	 	 	 	 	 	Horticulture Research	 	 	 	 	16056	Nature Publishing Group	 	 	Towards an open grapevine information system	 		3	2016
medley2016guidelines	 	 	Medley, J. K.  and Goldberg, Arthur  and Karr, Jonathan R.	 	 	 	10.1109/TBME.2016.2591960	 	 	 	 	 	IEEE Transactions on Biomedical Engineering	July	 	 	 	 	 	 	 	Guidelines for reproducibly building and simulating systems biology models	 		 	2016
waltemath2016how	United States	 	Waltemath, Dagmar  and Wolkenhauer, Olaf	 	 	 	10.1109/TBME.2016.2555481	 	 	 	 	 	IEEE Transactions on Biomedical Engineering	October	 	10	 	1999-2006	 	 	 	How Modeling Standards, Software, and Initiatives Support Reproducibility in Systems Biology and Systems Medicine	 		63	2016
waltemath2016towards	 	 	Waltemath, Dagmar  and Karr, Jonathan  and Bergmann, Frank  and Chelliah, Vijayalakshmi  and Hucka, Michael  and Krantz, Marcus  and Liebermeister, Wolfram  and Mendes, Pedro  and Myers, Chris  and Pir, Pinar  and Alaybeyoglu, Begum  and Aranganathan, Naveen  and Baghalian, Kambiz  and Bittig, Arne  and Burke, Paulo  and Cantarelli, Matteo  and Chew, Yin  and Costa, Rafael  and Cursons, Joseph  and Czauderna, Tobias  and Goldberg, Arthur  and G\'{o}mez, Harold  and Hahn, Jens  and Hameri, Tuure  and Gardiol, Daniel  and Kazakiewicz, Denis  and Kiselev, Ilya  and Knight-Schrijver, Vincent  and Kn\"{u}pfer, Christian  and K\"{o}nig, Matthias  and Lee, Daewon  and Lloret-Villas, Audald  and Mandrik, Nikita  and Medley, J.  and Moreau, Bertrand  and Naderi-Meshkin, Hojjat  and Palaniappan, Sucheendra  and Priego-Espinosa, Daniel  and Scharm, Martin  and Sharma, Mahesh  and Smallbone, Kieran  and Stanford, Natalie  and Song, Je-Hoon  and Theile, Tom  and Tokic, Milenko  and Tomar, Namrata  and Tour\'{e}, Vasundra  and Uhlendorf, Jannis  and Varusai, Thawfeek  and Watanabe, Leandro  and Wendland, Florian  and Wolfien, Markus  and Yurkovich, James  and Zhu, Yan  and Zardilis, Argyris  and Zhukova, Anna  and Schreiber, Falk	 	 	 	10.1109/TBME.2016.2560762	 	 	 	 	 	IEEE Transactions on Biomedical Engineering	October	 	10	 	2007-2015	 	 	 	Toward community standards and software for whole-cell modeling	 	http://ieeexplore.ieee.org/document/7489010/	63	2016
verma2016computational	 	 	Verma, Aalap  and Makadia, Hirenkumar  and Hoek, Jan  and Ogunnaike, Babatunde  and Vadigepalli, Rajanikanth	 	 	 	10.1109/TBME.2016.2550045	 	 	 	 	 	IEEE Transactions on Biomedical Engineering	October	 	10	 	2047	{NIH} Public Access	 	 	Computational modeling of Spatio-temporal Ca2+ Signal Propagation along Hepatocyte Cords	 		63	2016
goyal2016genome	 	 	Goyal, Nishu	In Silico Modeling and Experimental Validation for Improving Methanogenesis from CO2 via M. maripaludis	 	 	 	 	 	 	 	 	 	 	 	 	 	57-78	Springer	 	 	A Genome-Scale Metabolic Model of M. maripaludis S2 for CO2 Capture and Conversion to Methane	 		 	2016
coakley2016large	 	 	Coakley, Simon  and Richmond, Paul  and Gheorghe, Marian  and Chin, Shawn  and Worth, David  and Holcombe, Mike  and Greenough, Chris	Intelligent Agents in Data-intensive Computing	 	 	 	 	 	 	 	 	 	 	 	 	 	123-142	Springer	 	 	Large-Scale Simulations with FLAME	 		 	2016
castro2016mathematics	 	 	Castro, Mario  and Lythe, Grant  and Molina-Par\'{i}s, Carmen  and Ribeiro, Ruy M.	 	 	 	10.1098/rsfs.2015.0093	 	 	 	 	 	Interface Focus	April	 	2	 	20150093	The Royal Society	 	 	Mathematics in modern immunology	 		6	2016
fages2016influence	 	 	Fages, Fran\c{c}ois  and Martinez, Thierry  and Rosenblueth, David A.  and Soliman, Sylvain	International Conference on Computational Methods in Systems Biology	 	 	 	 	 	 	 	 	 	 	 	 	 	98-115	 	 	 	Influence Systems vs Reaction Systems	 		 	2016
madelaine2016normalizing	 	 	Madelaine, Guillaume  and Tonello, Elisa  and Lhoussaine, {C}\'{e}dric  and Niehren, Joachim	International Conference on Computational Methods in Systems Biology	 	 	 	 	 	 	 	 	 	 	 	 	 	201-215	 	 	 	Normalizing Chemical Reaction Networks by Confluent Structural Simplification	 		 	2016
mizera2016assa	 	 	Mizera, Andrzej  and Pang, Jun  and Yuan, Qixia	International Conference on Computational Methods in Systems Biology	 	 	 	 	 	 	 	 	 	 	 	 	 	309-315	 	 	 	ASSA-PBN 2.0: A Software Tool for Probabilistic Boolean Networks	 		 	2016
richards2016exploring	United States	 	Richards, Matthew A.  and Lie, Thomas J.  and Zhang, Juan  and Ragsdale, Stephen W.  and Leigh, John A.  and Price, Nathan D.	 	 	 	10.1128/JB.00571-16	 	 	 	 	 	Journal of Bacteriology	December	 	24	 	3379-3390	 	 	 	Exploring Hydrogenotrophic Methanogenesis: a Genome Scale Metabolic Reconstruction of Methanococcus maripaludis	 		198	2016
choi2016phrased	England	 	Choi, Kiri  and Smith, Lucian P.  and Medley, J. Kyle  and Sauro, Herbert M.	 	 	 	10.1142/S0219720016500359	 	 	 	 	 	Journal of Bioinformatics and Computational Biology	September	 	 	 	1650035	 	 	 	phraSED-ML: A paraphrased, human-readable adaptation of {SED-ML}	 		 	2016
yelamanchi2016signaling	Netherlands	 	Yelamanchi, Soujanya D.  and Solanki, Hitendra Singh  and Radhakrishnan, Aneesha  and Balakrishnan, Lavanya  and Advani, Jayshree  and Raja, Remya  and Sahasrabuddhe, Nandini A.  and Mathur, Premendu Prakash  and Dutta, Pinaki  and Prasad, T. S. Keshava  and Korbonits, M\'{a}rta  and Chatterjee, Aditi  and Gowda, Harsha  and Mukherjee, Kanchan Kumar	 	 	 	10.1007/s12079-016-0341-y	 	 	 	 	 	Journal of Cell Communication and Signaling	July	 	 	 	 	 	 	 	Signaling network map of the aryl hydrocarbon receptor	 		 	2016
abhinand2016vegf	Netherlands	 	Abhinand, Chandran S.  and Raju, Rajesh  and Soumya, Sasikumar J.  and Arya, Prabha S.  and Sudhakaran, Perumana R.	 	 	 	10.1007/s12079-016-0352-8	 	 	 	 	 	Journal of Cell Communication and Signaling	September	 	 	 	 	 	 	 	VEGF-A/VEGFR2 signaling network in endothelial cells relevant to angiogenesis	 		 	2016
chatterjee2016an	Netherlands	 	Chatterjee, Oishi  and Patil, Krutika  and Sahu, Apeksha  and Gopalakrishnan, Lathika  and Mol, Praseeda  and Advani, Jayshree  and Mukherjee, Srabani  and Christopher, Rita  and Prasad, T. S. Keshava	 	 	 	10.1007/s12079-016-0353-7	 	 	 	 	 	Journal of Cell Communication and Signaling	September	 	 	 	 	 	 	 	An overview of the oxytocin-oxytocin receptor signaling network	 		 	2016
verma2016a	Netherlands	 	Verma, Renu  and Balakrishnan, Lavanya  and Sharma, Kusum  and Khan, Aafaque Ahmad  and Advani, Jayshree  and Gowda, Harsha  and Tripathy, Srikanth Prasad  and Suar, Mrutyunjay  and Pandey, Akhilesh  and Gandotra, Sheetal  and Prasad, T. S. Keshava  and Shankar, Subramanian	 	 	 	10.1007/s12079-015-0302-x	 	 	 	 	 	Journal of Cell Communication and Signaling	March	 	1	 	61-7	 	 	 	A network map of Interleukin-10 signaling pathway	 		10	2016
subbannayya2016an	Netherlands	 	Subbannayya, Tejaswini  and Variar, Prathyaksha  and Advani, Jayshree  and Nair, Bipin  and Shankar, Subramanian  and Gowda, Harsha  and Saussez, Sven  and Chatterjee, Aditi  and Prasad, T. S. Keshava	 	 	 	10.1007/s12079-016-0326-x	 	 	 	 	 	Journal of Cell Communication and Signaling	June	 	2	 	165-70	 	 	 	An integrated signal transduction network of macrophage migration inhibitory factor	 		10	2016
swainston2016libchebi	England	 	Swainston, Neil  and Hastings, Janna  and Dekker, Adriano  and Muthukrishnan, Venkatesh  and May, John  and Steinbeck, Christoph  and Mendes, Pedro	 	 	 	10.1186/s13321-016-0123-9	 	 	 	 	 	Journal of Cheminformatics	 	 	 	 	11	 	 	 	libChEBI: an {{API}} for accessing the ChEBI database	 		8	2016
almeida2016petriscape	Germany	 	Almeida, Diogo  and Azevedo, Vasco  and Silva, Artur  and Baumbach, Jan	 	 	 	10.2390/biecoll-jib-2016-284	 	 	 	 	 	Journal of Integrative Bioinformatics	June	 	1	 	284	 	 	 	PetriScape - A plugin for discrete {P}etri net simulations in {C}ytoscape	 		13	2016
schreiber2016specifications	 	 	Schreiber, Falk  and Bader, Gary D.  and Gleeson, Padraig  and Golebiewski, Martin  and Hucka, Michael  and Le Nov\`{e}re, Nicolas  and Myers, Chris  and Nickerson, David  and Summer, Bj\"{o}rn  and Waltemath, Dagmar	 	 	 	 	 	 	 	 	 	Journal of Integrative Bioinformatics	 	 	3	 	 	 	 	 	Specifications of standards in systems and synthetic biology	 	http://journal.imbio.de/article.php?aid=289	13	2016
hucka2016sbml	 	 	Hucka, Michael  and Smith, Lucian P. J. P.	 	 	 	 	 	 	 	 	 	Journal of Integrative Bioinformatics	 	 	3	 	 	 	 	 	{{SBML}} Level 3 package: Groups, Version 1 Release 1	 	http://journal.imbio.de/article.php?aid=290	13	2016
marabini2016the	United States	 	Marabini, Roberto  and Ludtke, Steven J.  and Murray, Stephen {C}.  and Chiu, Wah  and de la Rosa-Trev\'{i}n, Jose M.  and Patwardhan, Ardan  and Heymann, J. Bernard  and Carazo, Jose M.	 	 	 	10.1016/j.jsb.2016.02.008	 	 	 	 	 	Journal of Structural Biology	May	 	2	 	156-63	 	 	 	The Electron Microscopy eXchange (EMX) initiative	 		194	2016
henry2016short	England	 	Henry, Adrien  and Martin, Olivier {C}.	 	 	 	10.1098/rsif.2016.0388	 	 	 	 	 	Journal of the Royal Society Interface	July	 	120	 	 	 	 	 	Short relaxation times but long transient times in both simple and complex reaction networks	 		13	2016
sohrabi2016a	United States	 	Sohrabi-Jahromi, Salma  and Marashi, Sayed-Amir A. and Kalantari, Shiva	 	 	 	10.1007/s00335-016-9622-2	 	 	 	 	 	Mammalian Genome	April	 	3-4	 	158-67	 	 	 	A kidney-specific genome-scale metabolic network model for analyzing focal segmental glomerulosclerosis	 		27	2016
wishart2016cancer	 	 	Wishart, David S.  and Mandal, Rupasri  and Stanislaus, Avalyn  and Ramirez-Gaona, Miguel	 	 	 	10.3390/metabo6010010	 	 	 	 	 	Metabolites	March	 	1	 	10	Multidisciplinary Digital Publishing Institute  (MDPI)	 	 	Cancer Metabolomics and the Human Metabolome Database	 		6	2016
swainston2016recon	United States	 	Swainston, Neil  and Smallbone, Kieran  and Hefzi, Hooman  and Dobson, Paul D.  and Brewer, Judy  and Hanscho, Michael  and Zielinski, Daniel {C}.  and Ang, Kok Siong  and Gardiner, Natalie J.  and Gutierrez, Jahir M.  and Kyriakopoulos, Sarantos  and Lakshmanan, Meiyappan  and Li, Shangzhong  and Liu, Joanne K.  and Mart\'{i}nez, Veronica S.  and Orellana, Camila A.  and Quek, Lake-Ee E. and Thomas, Alex  and Zanghellini, Juergen  and Borth, Nicole  and Lee, Dong-Yup Y. and Nielsen, Lars K.  and Kell, Douglas B.  and Lewis, Nathan E.  and Mendes, Pedro	 	 	 	10.1007/s11306-016-1051-4	 	 	 	 	 	Metabolomics	 	 	 	 	109	 	 	 	Recon 2.2: from reconstruction to model of human metabolism	 		12	2016
